Timestamp,SGP30_tVOC_ppb,SGP30_CO2eq_ppm,SGP40_SRAW_VOC,SGP41_SRAW_VOC,SGP41_SRAW_NOX,Temperature_C,Humidity_%
17/10/24 - 16:59:46,1,400,33814,32166,16757,25.1869,60.6058
17/10/24 - 16:59:47,1,400,33811,32164,16764,25.243,60.6256
17/10/24 - 16:59:48,8,400,33818,32162,16753,25.1736,60.5829
17/10/24 - 16:59:49,0,400,33815,32170,16753,25.1869,60.5432
17/10/24 - 16:59:50,7,400,33827,32175,16756,25.2163,60.6516
17/10/24 - 16:59:52,9,400,33806,32170,16757,25.2003,60.5463
17/10/24 - 16:59:53,1,400,33811,32170,16755,25.2003,60.6485
17/10/24 - 16:59:54,3,400,33806,32166,16754,25.2296,60.6943
17/10/24 - 16:59:55,7,400,33803,32165,16758,25.1869,60.6348
17/10/24 - 16:59:56,3,400,33807,32174,16751,25.2163,60.6928
17/10/24 - 16:59:57,0,400,33802,32172,16750,25.1736,60.6622
17/10/24 - 16:59:58,2,400,33811,32173,16756,25.1869,60.6653
17/10/24 - 16:59:59,4,400,33818,32165,16751,25.2163,60.6714
17/10/24 - 17:00:00,8,400,33815,32157,16753,25.1869,60.6851
17/10/24 - 17:00:02,5,400,33819,32164,16753,25.2163,60.6424
17/10/24 - 17:00:03,3,400,33818,32169,16754,25.2003,60.6577
17/10/24 - 17:00:04,5,400,33815,32171,16747,25.2003,60.6699
17/10/24 - 17:00:05,2,400,33818,32175,16755,25.2163,60.6012
17/10/24 - 17:00:06,6,400,33815,32167,16756,25.1869,60.6058
17/10/24 - 17:00:07,6,400,33811,32172,16755,25.2163,60.56
17/10/24 - 17:00:08,8,400,33798,32178,16749,25.2003,60.6287
17/10/24 - 17:00:09,3,400,33799,32172,16751,25.243,60.5432
17/10/24 - 17:00:10,8,400,33798,32158,16755,25.1736,60.5325
17/10/24 - 17:00:12,8,400,33807,32173,16755,25.2163,60.5798
17/10/24 - 17:00:13,6,400,33807,32166,16749,25.2003,60.6073
17/10/24 - 17:00:14,4,400,33822,32163,16751,25.1869,60.5753
17/10/24 - 17:00:15,1,400,33831,32183,16756,25.1736,60.592
17/10/24 - 17:00:16,2,400,33818,32171,16756,25.2163,60.589
17/10/24 - 17:00:17,1,400,33827,32172,16759,25.1736,60.5707
17/10/24 - 17:00:18,2,400,33827,32173,16756,25.1869,60.5936
17/10/24 - 17:00:19,0,400,33822,32171,16749,25.2163,60.6622
17/10/24 - 17:00:20,4,400,33827,32174,16750,25.2163,60.589
17/10/24 - 17:00:22,2,400,33830,32172,16752,25.2163,60.6714
17/10/24 - 17:00:23,1,400,33819,32180,16756,25.2296,60.6653
17/10/24 - 17:00:24,8,400,33811,32181,16751,25.2163,60.6424
17/10/24 - 17:00:25,2,400,33810,32179,16756,25.1575,60.6516
17/10/24 - 17:00:26,2,400,33811,32169,16747,25.1442,60.6699
17/10/24 - 17:00:27,6,400,33818,32179,16733,25.2296,60.6241
17/10/24 - 17:00:28,12,400,33819,32156,16743,25.1736,60.6439
17/10/24 - 17:00:29,8,400,33823,32157,16752,25.1175,60.6333
17/10/24 - 17:00:30,2,400,33834,32174,16747,25.1575,60.6394
17/10/24 - 17:00:31,2,400,33823,32167,16752,25.2003,60.679
17/10/24 - 17:00:33,3,400,33822,32172,16744,25.1736,60.6333
17/10/24 - 17:00:34,7,405,33815,32158,16744,25.2163,60.6714
17/10/24 - 17:00:35,5,400,33803,32163,16756,25.2003,60.6699
17/10/24 - 17:00:36,6,400,33806,32169,16741,25.1736,60.6439
17/10/24 - 17:00:37,5,400,33815,32167,16744,25.1575,60.6607
17/10/24 - 17:00:38,4,400,33822,32175,16753,25.2296,60.7156
17/10/24 - 17:00:39,2,400,33831,32170,16740,25.2163,60.6622
17/10/24 - 17:00:40,3,400,33835,32160,16745,25.1869,60.676
17/10/24 - 17:00:41,3,400,33818,32172,16756,25.1736,60.6836
17/10/24 - 17:00:43,2,400,33823,32175,16748,25.1869,60.6653
17/10/24 - 17:00:44,4,400,33818,32172,16746,25.1736,60.6241
17/10/24 - 17:00:45,3,400,33819,32172,16753,25.1736,60.6943
17/10/24 - 17:08:43,0,400,33799,31285,19572,24.9866,61.2467
17/10/24 - 17:08:44,0,400,33790,31437,20062,24.9733,61.1734
17/10/24 - 17:08:46,0,400,33795,31560,19864,24.9866,61.1841
17/10/24 - 17:08:47,0,400,33798,31666,19749,24.9866,61.1841
17/10/24 - 17:08:48,0,400,33795,31753,19660,25.0027,61.1688
17/10/24 - 17:08:49,0,400,33803,31827,19588,25.0027,61.239
17/10/24 - 17:08:50,3,404,33810,31892,19524,25.0187,61.1795
17/10/24 - 17:08:51,0,401,33795,31928,19477,25.0187,61.1917
17/10/24 - 17:08:52,6,400,33794,31978,19421,25.0187,61.2329
17/10/24 - 17:08:53,15,411,33799,32004,19371,25.0454,61.1749
17/10/24 - 17:08:54,1,406,33823,32042,19331,25.0614,61.1566
17/10/24 - 17:08:56,11,403,33810,32065,19283,25.0187,61.1505
17/10/24 - 17:08:57,3,400,33799,32085,19250,25.0614,61.1154
17/10/24 - 17:08:58,6,411,33806,32110,19209,25.0748,61.1505
17/10/24 - 17:08:59,5,406,33811,32110,19178,25.0748,61.1505
17/10/24 - 17:09:00,0,400,33803,32123,19148,25.1015,61.0925
17/10/24 - 17:09:01,10,419,33794,32139,19112,25.1015,61.0315
17/10/24 - 17:09:02,0,402,33791,32149,19071,25.0748,61.0468
17/10/24 - 17:09:03,6,416,33786,32157,19045,25.0454,61.0636
17/10/24 - 17:09:04,8,411,33787,32179,19015,25.1015,61.0193
17/10/24 - 17:09:06,6,414,33791,32164,18974,25.0748,61.0056
17/10/24 - 17:09:07,14,409,33794,32178,18944,25.1308,61.0468
17/10/24 - 17:09:08,3,412,33799,32200,18921,25.0881,60.9766
17/10/24 - 17:09:09,8,412,33810,32189,18890,25.0881,61.0498
17/10/24 - 17:09:10,11,410,33815,32197,18871,25.1175,60.9827
17/10/24 - 17:09:11,10,417,33803,32204,18840,25.1015,60.9903
17/10/24 - 17:09:12,10,404,33798,32205,18808,25.0748,60.9644
17/10/24 - 17:09:13,14,410,33791,32211,18788,25.1015,61.0315
17/10/24 - 17:09:14,6,409,33782,32216,18755,25.0187,60.9552
17/10/24 - 17:09:16,13,410,33771,32228,18734,25.0748,60.9445
17/10/24 - 17:09:17,10,406,33771,32224,18718,25.0614,60.972
17/10/24 - 17:09:18,9,401,33770,32225,18681,25.1015,61.0193
17/10/24 - 17:09:19,9,406,33783,32242,18655,25.1015,60.9583
17/10/24 - 17:09:20,6,400,33782,32225,18644,25.0881,61.0285
17/10/24 - 17:09:21,4,400,33783,32248,18619,25.0748,60.9857
17/10/24 - 17:09:22,11,412,33783,32242,18599,25.0881,60.9766
17/10/24 - 17:09:23,7,407,33802,32241,18567,25.1015,61.0193
17/10/24 - 17:09:24,5,401,33799,32241,18545,25.1015,60.9491
17/10/24 - 17:09:25,7,409,33790,32235,18524,25.1442,60.9674
17/10/24 - 17:09:27,9,418,33787,32233,18502,25.0881,60.885
17/10/24 - 17:09:28,3,414,33787,32243,18483,25.0881,60.8347
17/10/24 - 17:09:29,4,407,33794,32250,18460,25.0748,60.8621
17/10/24 - 17:09:30,8,414,33791,32232,18439,25.0881,60.8225
17/10/24 - 17:09:31,5,416,33798,32250,18423,25.0454,60.8988
17/10/24 - 17:09:32,6,417,33815,32250,18402,25.1015,60.9079
17/10/24 - 17:09:33,7,413,33803,32268,18381,25.0454,60.8866
17/10/24 - 17:09:34,9,417,33794,32264,18364,25.1175,60.9216
17/10/24 - 17:09:35,3,417,33807,32258,18354,25.1308,60.8728
17/10/24 - 17:09:37,1,406,33802,32263,18332,25.1175,60.8911
17/10/24 - 17:09:38,2,420,33787,32253,18310,25.1015,60.9171
17/10/24 - 17:09:39,7,411,33799,32255,18296,25.0748,60.8621
17/10/24 - 17:09:40,8,415,33794,32259,18277,25.1015,60.8774
17/10/24 - 17:09:41,7,417,33795,32251,18259,25.032,60.8637
17/10/24 - 17:09:42,6,402,33790,32257,18243,25.0881,60.9049
17/10/24 - 17:09:43,4,405,33803,32251,18226,25.0881,60.8026
17/10/24 - 17:09:44,9,417,33819,32268,18208,25.0881,60.8347
17/10/24 - 17:09:45,6,400,33806,32271,18189,25.0748,60.8209
17/10/24 - 17:09:47,6,412,33799,32262,18169,25.1175,60.9537
17/10/24 - 17:09:48,7,409,33790,32267,18153,25.1015,60.8362
17/10/24 - 17:09:49,8,413,33791,32275,18140,25.0881,60.8438
17/10/24 - 17:09:50,13,407,33783,32266,18124,25.0881,60.8759
17/10/24 - 17:09:51,5,409,33782,32273,18109,25.0881,60.9049
17/10/24 - 17:09:52,8,411,33787,32267,18093,25.0881,60.8225
17/10/24 - 17:09:53,14,415,33786,32260,18081,25.1015,60.9079
17/10/24 - 17:09:54,4,400,33795,32253,18066,25.0881,60.8438
17/10/24 - 17:09:55,6,410,33799,32266,18053,25.0748,60.882
17/10/24 - 17:09:57,4,409,33794,32266,18042,25.0748,60.9033
17/10/24 - 17:09:58,0,404,33783,32267,18027,25.0614,60.827
17/10/24 - 17:09:59,5,405,33786,32269,18015,25.0881,60.763
17/10/24 - 17:10:00,9,412,33783,32275,18005,25.1015,60.8576
17/10/24 - 17:10:01,8,418,33795,32266,17993,25.0748,60.9537
17/10/24 - 17:10:02,7,417,33802,32263,17971,25.0187,60.8118
17/10/24 - 17:10:03,4,415,33815,32262,17966,25.0614,60.827
17/10/24 - 17:10:04,8,418,33822,32261,17947,25.0748,60.8408
17/10/24 - 17:10:05,13,414,33819,32277,17934,25.0454,60.8041
17/10/24 - 17:10:07,12,416,33819,32259,17926,25.0748,60.8713
17/10/24 - 17:10:08,11,414,33810,32263,17908,25.0027,60.8911
17/10/24 - 17:10:09,0,402,33811,32267,17901,24.9866,60.8774
17/10/24 - 17:10:10,7,408,33802,32259,17890,25.0027,60.8804
17/10/24 - 17:10:11,7,410,33795,32261,17882,25.0454,60.8667
17/10/24 - 17:10:12,8,407,33803,32255,17866,25.0027,60.8911
17/10/24 - 17:10:13,9,412,33786,32258,17847,25.0748,60.9537
17/10/24 - 17:10:14,4,405,33787,32254,17841,24.9866,60.9812
17/10/24 - 17:10:15,5,409,33770,32267,17837,25.0187,60.9766
17/10/24 - 17:10:16,17,418,33775,32269,17823,25.032,60.9995
17/10/24 - 17:10:18,8,406,33779,32264,17818,25.032,61.1231
17/10/24 - 17:10:19,11,412,33782,32270,17805,25.032,61.0498
17/10/24 - 17:10:20,16,413,33783,32269,17790,25.0454,61.0224
17/10/24 - 17:10:21,20,413,33798,32255,17789,25.032,61.1429
17/10/24 - 17:10:22,11,410,33807,32258,17773,25.0614,61.0742
17/10/24 - 17:10:23,5,400,33811,32257,17767,25.032,61.091
17/10/24 - 17:34:52,0,400,33802,31181,19582,0,0,24.8478,61.4588
17/10/24 - 17:34:54,0,400,33803,31340,20077,0,0,24.8184,61.4618
17/10/24 - 17:34:55,0,400,33790,31481,19883,0,0,24.8611,61.5854
17/10/24 - 17:34:56,0,400,33779,31593,19767,0,0,24.8318,61.5671
17/10/24 - 17:34:57,0,400,33775,31675,19675,0,0,24.8184,61.564
17/10/24 - 17:34:58,4,402,33778,31740,19607,0,0,24.8051,61.5
17/10/24 - 17:34:59,3,407,33779,31801,19537,0,0,24.7917,61.5595
17/10/24 - 17:35:00,0,400,33774,31862,19482,0,0,24.8611,61.6449
17/10/24 - 17:35:01,2,400,33779,31893,19427,0,0,24.8184,61.6052
17/10/24 - 17:35:02,11,413,33775,31936,19394,0,0,24.8184,61.6052
17/10/24 - 17:35:04,5,400,33750,31969,19346,0,0,24.8184,61.5763
17/10/24 - 17:35:05,5,404,33751,31977,19304,0,0,24.8184,61.6266
17/10/24 - 17:35:06,2,400,33758,32004,19272,0,0,24.8051,61.6648
17/10/24 - 17:35:07,8,405,33755,32024,19231,0,0,24.8611,61.5854
17/10/24 - 17:35:08,10,408,33767,32040,19200,0,0,24.8318,61.5869
17/10/24 - 17:35:09,9,401,33778,32066,19157,0,0,24.7917,61.6129
17/10/24 - 17:35:10,13,408,33775,32068,19124,0,0,24.8051,61.6358
17/10/24 - 17:35:11,8,404,33778,32088,19096,0,0,24.8051,61.6236
17/10/24 - 17:35:12,4,412,33771,32099,19058,0,0,24.7623,61.6083
17/10/24 - 17:35:13,7,414,33771,32101,19033,0,0,24.749,61.5946
17/10/24 - 17:35:15,3,405,33774,32118,19007,0,0,24.7757,61.6922
17/10/24 - 17:35:16,7,414,33779,32141,18977,0,0,24.7917,61.6419
17/10/24 - 17:35:17,2,401,33778,32145,18945,0,0,24.7196,61.6495
17/10/24 - 17:35:18,7,412,33767,32141,18916,0,0,24.749,61.6236
17/10/24 - 17:35:19,6,402,33775,32152,18898,0,0,24.7757,61.6098
17/10/24 - 17:35:20,5,407,33778,32152,18876,0,0,24.749,61.7151
17/10/24 - 17:35:21,3,405,33791,32162,18844,0,0,24.749,61.6861
17/10/24 - 17:35:22,2,400,33782,32167,18823,0,0,24.7196,61.7319
17/10/24 - 17:35:23,0,412,33763,32167,18804,0,0,24.749,61.7777
17/10/24 - 17:35:25,3,405,33779,32178,18767,0,0,24.749,61.7563
17/10/24 - 17:35:26,11,414,33778,32182,18751,0,0,24.7063,61.8021
17/10/24 - 17:35:27,3,402,33779,32174,18728,0,0,24.7063,61.77
17/10/24 - 17:35:28,2,405,33790,32187,18703,0,0,24.7063,61.7502
17/10/24 - 17:35:29,1,400,33803,32193,18690,0,0,24.7356,61.7456
17/10/24 - 17:35:30,7,410,33803,32204,18660,0,0,24.6502,61.7502
17/10/24 - 17:35:31,0,404,33798,32201,18643,0,0,24.7063,61.8112
17/10/24 - 17:35:32,2,404,33803,32199,18621,0,0,24.6929,61.7472
17/10/24 - 17:35:33,6,408,33786,32192,18601,0,0,24.7063,61.8235
17/10/24 - 17:35:35,7,406,33779,32214,18568,0,0,24.7063,61.8112
17/10/24 - 17:35:36,9,410,33775,32211,18553,0,0,24.6796,61.7777
17/10/24 - 17:35:37,12,402,33778,32216,18541,0,0,24.7063,61.7823
17/10/24 - 17:35:38,8,407,33783,32206,18518,0,0,24.6635,61.7823
17/10/24 - 17:35:39,7,400,33782,32206,18497,0,0,24.6796,61.7777
17/10/24 - 17:35:40,4,400,33775,32209,18477,0,0,24.7356,61.9104
17/10/24 - 17:35:41,6,408,33787,32208,18461,0,0,24.7063,61.8738
17/10/24 - 17:35:42,0,419,33786,32217,18443,0,0,24.7063,61.8647
17/10/24 - 17:35:43,1,406,33779,32216,18421,1,1,24.6796,61.9074
17/10/24 - 17:35:45,5,412,33782,32215,18414,1,1,24.7196,61.8967
17/10/24 - 17:35:46,1,409,33783,32227,18384,1,1,24.6929,62.0035
17/10/24 - 17:35:47,10,422,33783,32220,18373,3,3,24.6796,61.9608
17/10/24 - 17:35:48,9,412,33794,32224,18356,5,5,24.6368,61.9745
17/10/24 - 17:35:49,5,414,33795,32226,18346,8,9,24.6635,62.0294
17/10/24 - 17:35:50,7,416,33794,32229,18324,12,12,24.6796,62.0218
17/10/24 - 17:35:51,10,407,33807,32227,18305,15,16,24.6635,61.9791
17/10/24 - 17:35:52,5,412,33807,32228,18292,18,19,24.6929,62.0127
17/10/24 - 17:35:53,5,409,33798,32213,18276,22,23,24.7356,62.0539
17/10/24 - 17:35:55,6,406,33799,32220,18261,25,27,24.7063,62.089
17/10/24 - 17:35:56,7,418,33794,32228,18242,29,30,24.6796,62.0523
17/10/24 - 17:35:57,0,401,33799,32229,18227,32,33,24.7356,61.9715
17/10/24 - 17:35:58,10,412,33795,32225,18214,35,36,24.7196,62.0493
17/10/24 - 17:35:59,5,403,33794,32223,18206,38,39,24.7196,62.0493
17/10/24 - 17:36:00,8,407,33791,32226,18184,41,42,24.7196,61.9486
17/10/24 - 17:36:01,5,403,33778,32232,18174,44,44,24.749,61.9333
17/10/24 - 17:36:02,4,400,33783,32223,18157,46,47,24.7063,61.9348
17/10/24 - 17:36:03,10,408,33791,32220,18146,49,50,24.7196,61.9486
17/10/24 - 17:36:04,3,405,33786,32235,18132,51,52,24.7196,61.9074
17/10/24 - 17:36:06,8,402,33787,32233,18117,54,54,24.749,61.8921
17/10/24 - 17:36:07,1,400,33790,32237,18108,56,56,24.7356,61.828
17/10/24 - 17:36:08,13,418,33799,32233,18090,58,58,24.7196,61.8967
17/10/24 - 17:36:09,6,407,33787,32234,18075,60,59,24.7063,61.8112
17/10/24 - 17:36:10,2,401,33794,32228,18063,61,61,24.749,61.8601
17/10/24 - 17:36:11,2,400,33791,32237,18050,63,63,24.7196,61.8662
17/10/24 - 17:36:12,4,409,33790,32248,18039,65,64,24.7757,61.9165
17/10/24 - 17:36:13,0,402,33791,32227,18024,67,66,24.7356,61.7868
17/10/24 - 17:36:14,11,419,33787,32236,18014,68,67,24.749,61.8601
17/10/24 - 17:36:16,12,412,33770,32233,18000,70,69,24.6796,61.8372
17/10/24 - 17:36:17,11,409,33775,32234,17983,72,70,24.7196,61.825
17/10/24 - 17:36:18,11,411,33778,32237,17982,73,71,24.749,61.8097
17/10/24 - 17:36:19,8,417,33771,32241,17971,75,72,24.7196,61.8051
17/10/24 - 17:36:20,4,403,33771,32239,17961,76,73,24.749,61.7365
17/10/24 - 17:36:21,6,406,33762,32234,17947,78,75,24.749,61.8097
17/10/24 - 17:36:22,7,408,33775,32240,17930,79,76,24.7356,61.7655
17/10/24 - 17:36:23,7,412,33778,32234,17921,80,77,24.7623,61.8006
17/10/24 - 17:36:24,14,416,33783,32237,17914,81,78,24.7623,61.8418
17/10/24 - 17:36:26,14,404,33779,32232,17902,82,79,24.7196,61.7838
17/10/24 - 17:36:27,11,401,33782,32239,17890,83,79,24.7196,61.7929
17/10/24 - 17:36:28,13,408,33783,32233,17880,84,80,24.749,61.8296
17/10/24 - 17:36:29,14,412,33794,32225,17866,85,81,24.7196,61.7639
17/10/24 - 17:36:30,13,411,33783,32232,17862,85,82,24.7356,61.8372
17/10/24 - 17:36:31,15,419,33779,32232,17857,86,83,24.7196,61.8051
17/10/24 - 17:36:32,13,407,33778,32232,17845,87,84,24.749,61.8601
17/10/24 - 17:36:33,18,419,33787,32236,17834,87,85,24.7196,61.8555
17/10/24 - 17:36:34,15,407,33794,32236,17831,88,85,24.7356,61.8692
17/10/24 - 17:36:36,14,404,33803,32225,17815,88,86,24.6929,61.8708
17/10/24 - 17:36:37,5,403,33795,32234,17807,88,87,24.749,61.9013
17/10/24 - 17:36:38,7,408,33790,32232,17797,89,87,24.7196,61.9287
17/10/24 - 17:36:39,9,412,33795,32224,17792,89,88,24.7623,61.9242
17/10/24 - 17:36:40,14,410,33794,32235,17780,90,89,24.7356,61.9303
17/10/24 - 17:36:41,10,405,33799,32229,17766,90,89,24.7063,61.9028
17/10/24 - 17:36:42,12,404,33783,32229,17757,90,90,24.7757,61.9577
17/10/24 - 17:36:43,13,400,33782,32226,17749,91,90,24.7757,61.9257
17/10/24 - 17:36:44,7,400,33791,32229,17747,91,91,24.7757,61.9379
17/10/24 - 17:36:46,7,406,33790,32223,17731,92,91,24.7196,61.8875
17/10/24 - 17:36:47,14,405,33787,32223,17733,92,92,24.7623,61.8936
17/10/24 - 17:36:48,5,407,33783,32220,17718,92,93,24.7623,61.883
17/10/24 - 17:36:49,9,410,33778,32232,17719,93,93,24.7623,61.9028
17/10/24 - 17:36:50,8,400,33787,32220,17699,93,93,24.749,61.8921
17/10/24 - 17:36:51,5,410,33782,32215,17693,94,94,24.7757,61.8235
17/10/24 - 17:36:52,10,413,33771,32224,17687,94,94,24.749,61.8296
17/10/24 - 17:36:53,5,401,33767,32227,17683,95,95,24.7757,61.8433
17/10/24 - 17:36:54,12,415,33774,32225,17680,96,95,24.749,61.8387
17/10/24 - 17:36:56,8,404,33787,32234,17666,96,95,24.7356,61.8372
17/10/24 - 17:36:57,2,400,33782,32234,17663,96,95,24.6929,61.6861
17/10/24 - 17:36:58,10,411,33783,32228,17647,96,95,24.6635,61.8021
17/10/24 - 17:36:59,8,411,33783,32226,17643,96,96,24.7356,61.8372
17/10/24 - 17:37:00,9,402,33794,32225,17636,96,96,24.7196,61.825
17/10/24 - 17:37:01,4,400,33791,32223,17630,96,96,24.7063,61.8021
17/10/24 - 17:37:02,7,414,33798,32237,17623,96,96,24.6929,61.8006
17/10/24 - 17:37:03,12,418,33811,32234,17620,96,96,24.7356,61.8158
17/10/24 - 17:37:04,15,415,33799,32233,17610,96,96,24.6635,61.7823
17/10/24 - 17:37:05,12,412,33802,32231,17610,96,97,24.6635,61.8647
17/10/24 - 17:37:07,6,411,33803,32233,17601,96,97,24.6796,61.8692
17/10/24 - 17:37:08,8,412,33790,32229,17592,96,97,24.7063,61.8647
17/10/24 - 17:37:09,10,418,33783,32235,17588,96,97,24.6208,61.8479
17/10/24 - 17:37:10,6,414,33791,32232,17577,96,97,24.6208,61.9196
17/10/24 - 17:37:11,5,416,33782,32228,17570,97,97,24.6075,61.9059
17/10/24 - 17:37:12,8,415,33775,32231,17568,97,97,24.6502,61.9242
17/10/24 - 17:37:13,3,414,33778,32232,17562,97,97,24.6502,61.976
17/10/24 - 17:37:14,10,413,33783,32227,17559,98,98,24.6208,61.9608
17/10/24 - 17:37:15,11,417,33783,32223,17547,98,98,24.6075,62.0905
17/10/24 - 17:37:17,3,410,33774,32228,17538,98,98,24.6502,62.0478
17/10/24 - 17:37:18,7,412,33775,32213,17547,99,98,24.5808,62.0951
17/10/24 - 17:37:19,7,407,33786,32226,17534,99,99,24.6796,62.0935
17/10/24 - 17:37:20,8,412,33787,32224,17520,99,99,24.6502,62.15
17/10/24 - 17:37:21,6,404,33783,32218,17516,99,99,24.5941,62.1302
17/10/24 - 17:37:22,4,407,33786,32224,17523,99,99,24.6208,62.0935
17/10/24 - 17:37:23,2,404,33799,32223,17511,99,99,24.6208,62.0813
17/10/24 - 17:37:24,4,409,33798,32219,17508,98,99,24.6208,62.1546
17/10/24 - 17:37:25,10,418,33803,32216,17492,98,100,24.6635,62.1439
17/10/24 - 17:37:27,5,412,33799,32218,17497,98,100,24.5647,62.0844
17/10/24 - 17:37:28,5,418,33794,32215,17487,98,100,24.5808,62.1897
17/10/24 - 17:37:29,3,422,33783,32225,17485,98,100,24.6502,62.15
17/10/24 - 17:37:30,4,431,33790,32211,17475,98,101,24.6368,62.208
17/10/24 - 17:37:31,8,426,33791,32219,17472,98,101,24.6075,62.3682
17/10/24 - 17:37:32,13,459,33799,32193,17464,98,101,24.538,62.62
17/10/24 - 17:37:33,12,470,33802,32197,17464,98,102,24.5087,62.9633
17/10/24 - 17:37:34,6,429,33795,32207,17465,98,102,24.4366,63.0518
17/10/24 - 17:37:35,6,429,33795,32227,17451,98,102,24.3538,63.006
17/10/24 - 17:37:36,7,400,33794,32211,17446,98,102,24.3671,62.9496
17/10/24 - 17:37:38,3,400,33799,32224,17452,98,102,24.2817,62.9541
17/10/24 - 17:37:39,0,400,33795,32227,17442,98,102,24.255,62.977
17/10/24 - 17:37:40,0,400,33794,32240,17439,98,101,24.2256,63.1754
17/10/24 - 17:37:41,0,400,33819,32225,17436,98,101,24.1695,63.1876
17/10/24 - 17:37:42,0,400,33818,32228,17437,97,101,24.1562,63.4211
17/10/24 - 17:37:43,0,409,33823,32232,17425,97,101,24.1001,63.4806
17/10/24 - 17:37:44,0,413,33819,32215,17413,96,101,24.044,63.798
17/10/24 - 17:37:45,0,412,33826,32229,17414,96,101,24.0013,63.9536
17/10/24 - 17:37:46,0,411,33831,32241,17411,95,100,24.028,64.0406
17/10/24 - 17:37:48,0,409,33850,32228,17404,95,100,24.028,64.1733
17/10/24 - 17:37:49,2,411,33855,32239,17409,94,100,24.0013,64.332
17/10/24 - 17:37:50,0,430,33847,32223,17401,93,100,24.0013,64.5472
17/10/24 - 17:37:51,0,419,33850,32198,17399,93,100,23.9452,64.7303
17/10/24 - 17:37:52,0,424,33851,32208,17395,92,101,23.9586,64.947
17/10/24 - 17:37:53,0,431,33846,32199,17385,92,101,23.9452,65.1102
17/10/24 - 17:37:54,0,429,33855,32198,17380,92,102,23.9319,65.2796
17/10/24 - 17:37:55,0,428,33851,32210,17387,91,102,23.8865,65.4261
17/10/24 - 17:37:56,2,433,33862,32197,17374,91,102,23.8731,65.4536
17/10/24 - 17:38:09,0,400,33871,31710,19904,0,0,23.6889,66.479
17/10/24 - 17:38:10,0,400,33870,31819,20455,0,0,23.7022,66.4607
17/10/24 - 17:38:12,0,400,33883,31918,20257,0,0,23.6461,66.5721
17/10/24 - 17:38:13,0,400,33891,31990,20133,0,0,23.6755,66.598
17/10/24 - 17:38:14,0,400,33898,32031,20045,0,0,23.6755,66.7002
17/10/24 - 17:38:15,0,400,33907,32056,19959,0,0,23.6889,66.714
17/10/24 - 17:38:16,14,416,33910,32106,19895,0,0,23.6328,66.7231
17/10/24 - 17:38:17,11,415,33927,32126,19841,0,0,23.5901,66.7857
17/10/24 - 17:38:18,12,404,33923,32157,19786,0,0,23.5901,66.8269
17/10/24 - 17:38:19,20,407,33914,32166,19738,0,0,23.5634,66.8513
17/10/24 - 17:38:20,18,409,33915,32176,19698,0,0,23.6061,66.8605
17/10/24 - 17:38:22,18,405,33926,32198,19656,0,0,23.5901,66.9596
17/10/24 - 17:38:23,20,415,33915,32199,19607,0,0,23.6328,66.9566
17/10/24 - 17:38:24,25,417,33911,32206,19575,0,0,23.5473,67.0329
17/10/24 - 17:38:25,17,408,33910,32222,19537,0,0,23.534,67.0695
17/10/24 - 17:38:26,25,414,33931,32226,19504,0,0,23.5767,67.1199
17/10/24 - 17:38:27,25,417,33930,32225,19464,0,0,23.534,67.1427
17/10/24 - 17:38:28,31,418,33931,32234,19431,0,0,23.4779,67.1199
17/10/24 - 17:38:29,26,411,33935,32243,19407,0,0,23.4913,67.1626
17/10/24 - 17:38:30,31,417,33926,32239,19368,0,0,23.5473,67.2358
17/10/24 - 17:38:32,27,406,33931,32244,19345,0,0,23.5073,67.2801
17/10/24 - 17:38:33,31,408,33918,32248,19313,0,0,23.4646,67.3121
17/10/24 - 17:38:34,33,407,33943,32241,19283,0,0,23.4646,67.2908
17/10/24 - 17:38:35,37,402,33951,32248,19258,0,0,23.5073,67.3304
17/10/24 - 17:38:36,36,403,33958,32261,19231,0,0,23.4512,67.2892
17/10/24 - 17:38:37,31,405,33959,32255,19199,0,0,23.3791,67.0787
17/10/24 - 17:38:38,39,407,33950,32252,19167,0,0,23.4085,67.0146
17/10/24 - 17:38:39,41,425,33951,32251,19139,0,0,23.4218,66.9657
17/10/24 - 17:38:40,29,412,33947,32253,19116,0,0,23.3497,66.8696
17/10/24 - 17:38:42,34,400,33950,32244,19090,0,0,23.3791,66.7323
17/10/24 - 17:38:43,37,403,33943,32258,19066,0,0,23.3364,66.6026
17/10/24 - 17:38:44,36,400,33950,32264,19050,0,0,23.307,66.6163
17/10/24 - 17:38:45,38,414,33971,32279,19016,0,0,23.3364,66.4668
17/10/24 - 17:38:46,41,405,33979,32281,18991,0,0,23.307,66.4012
17/10/24 - 17:38:47,26,400,33970,32292,18965,0,0,23.2509,66.4103
17/10/24 - 17:38:48,32,410,33971,32292,18951,0,0,23.2776,66.1402
17/10/24 - 17:38:49,32,408,33966,32293,18926,0,0,23.2937,66.2654
17/10/24 - 17:38:50,30,408,33971,32288,18904,0,0,23.2937,66.1646
17/10/24 - 17:38:51,30,443,33983,32280,18882,0,0,23.2509,66.2867
17/10/24 - 17:38:53,42,531,33978,32249,18857,0,0,23.2509,66.8696
17/10/24 - 17:38:54,54,717,33951,32166,18836,0,0,23.2937,68.0644
17/10/24 - 17:38:55,86,998,33914,32086,18806,0,0,23.2376,68.9067
17/10/24 - 17:38:56,111,1102,33867,32035,18790,0,0,23.2082,69.1402
